   232    0.55939E+04    0.13493E+01    0.20627E-01    0.35632E+02
   233    0.55863E+04    0.13973E+01    0.20811E-01    0.37296E+02
   234    0.55781E+04    0.14472E+01    0.20995E-01    0.38962E+02
   235    0.55692E+04    0.14991E+01    0.21180E-01    0.40629E+02
   236    0.55597E+04    0.15530E+01    0.21365E-01    0.42296E+02
   237    0.55497E+04    0.16090E+01    0.21550E-01    0.43962E+02
   238    0.55390E+04    0.16670E+01    0.21735E-01    0.45627E+02
   239    0.55278E+04    0.17271E+01    0.21920E-01    0.47291E+02
   240    0.55159E+04    0.17893E+01    0.22105E-01    0.48951E+02
   241    0.55035E+04    0.18536E+01    0.22291E-01    0.50608E+02
   242    0.54906E+04    0.19200E+01    0.22476E-01    0.52261E+02
   243    0.54770E+04    0.19886E+01    0.22661E-01    0.53908E+02
   244    0.54629E+04    0.20593E+01    0.22847E-01    0.55550E+02
   245    0.54482E+04    0.21322E+01    0.23032E-01    0.57186E+02
   246    0.54330E+04    0.22073E+01    0.23218E-01    0.58814E+02
   247    0.54172E+04    0.22845E+01    0.23403E-01    0.60434E+02
   248    0.54008E+04    0.23641E+01    0.23589E-01    0.62045E+02
   249    0.53840E+04    0.24458E+01    0.23774E-01    0.63647E+02
   250    0.53666E+04    0.25298E+01    0.23959E-01    0.65239E+02
   251    0.53486E+04    0.26161E+01    0.24144E-01    0.66819E+02
   252    0.53302E+04    0.27046E+01    0.24329E-01    0.68388E+02
   253    0.53112E+04    0.27954E+01    0.24514E-01    0.69945E+02
   254    0.52917E+04    0.28885E+01    0.24698E-01    0.71488E+02
   255    0.52717E+04    0.29838E+01    0.24883E-01    0.73018E+02
   256    0.52513E+04    0.30814E+01    0.25067E-01    0.74533E+02
   257    0.52303E+04    0.31813E+01    0.25251E-01    0.76033E+02
   258    0.52089E+04    0.32834E+01    0.25434E-01    0.77517E+02
   259    0.51870E+04    0.33878E+01    0.25617E-01    0.78984E+02
   260    0.51646E+04    0.34943E+01    0.25800E-01    0.80434E+02
   261    0.51418E+04    0.36032E+01    0.25983E-01    0.81866E+02
   262    0.51185E+04    0.37143E+01    0.26166E-01    0.83279E+02
   263    0.50948E+04    0.38276E+01    0.26347E-01    0.84673E+02
   264    0.50707E+04    0.39431E+01    0.26529E-01    0.86047E+02
   265    0.50461E+04    0.40609E+01    0.26710E-01    0.87400E+02
   266    0.50212E+04    0.41809E+01    0.26891E-01    0.88731E+02
   267    0.49958E+04    0.43032E+01    0.27071E-01    0.90041E+02
   268    0.49700E+04    0.44276E+01    0.27251E-01    0.91327E+02
   269    0.49439E+04    0.45542E+01    0.27431E-01    0.92589E+02
   270    0.49173E+04    0.46831E+01    0.27610E-01    0.93828E+02
   271    0.48904E+04    0.48140E+01    0.27788E-01    0.95042E+02
